Torsade B B_DISEASE_ADJECTIVE[DISEASE]/B_STUDY[THERAPEUTIC_OR_PREVENTIVE_PROCEDURE]
in O O
motor O O
activity O O
induced O O
by O O
morphine O O
( O O
10 O O
mg O O
/ O O
kg O O
) O O
were O O
tested O O
in O O
Wistar O O
rats O O
. O O

Quinine O O
is O O
known O O
to O O
block O O
voltage O O
- O O
, O O
calcium O O
- O O
and O O
ATP O O
- O O
sensitive O O
K O O
( O O
+ O O
) O O
- O O
channels O O
while O O
4 O O
- O O
aminopyridine O O
is O O
known O O
to O O
block O O
voltage O O
- O O
sensitive O O
K O O
( O O
+ O O
) O O
- O O
channels O O
. O O

2 O O
. O O

In O O
the O O
motor O O
activity O O
test O O
measured O O
with O O
an O O
Animex O O
- O O
activity O O
meter O O
neither O O
of O O
the O O
K O O
( O O
+ O O
) O O
- O O
channel O O
blockers O O
affected O O
morphine O O
- O O
induced O O
hypoactivity B B_DISEASE
, O O
but O O
both O O
K O O
( O O
+ O O
) O O
- O O
channel O O
blockers O O
prevented O O
morphine O O
- O O
induced O O
secondary O O
hyperactivity B B_DISEASE
. O O

3 O O
. O O

It O O
is O O
also O O
suggested O O
that O O
the O O
blockade O O
of O O
K O O
( O O
+ O O
) O O
- O O
channels O O
sensitive O O
to O O
these O O
blockers O O
is O O
not O O
sufficient O O
to O O
prevent O O
morphine O O
- O O
induced O O
hypoactivity B B_DISEASE
whereas O O
morphine O O
- O O
induced O O
hyperactivity B B_DISEASE
seems O O
to O O
be O O
connected O O
to O O
both O O
quinine O O
- O O
and O O
4 O O
- O O
aminopyridine O O
- O O
sensitive O O
K O O
( O O
+ O O
) O O
- O O
channels O O
. O O

Nociceptin O O
/ O O
orphanin O O
FQ O O
and O O
nocistatin O O
on O O
learning B B_DISEASE
and I I_DISEASE
memory I I_DISEASE
impairment I I_DISEASE
induced O O
by O O
scopolamine O O
in O O
mice O O
. O O

1 O O
. O O

On O O
the O O
other O O
hand O O
, O O
nocistatin O O
is O O
recently O O
isolated O O
from O O
the O O
same O O
precursor O O
as O O
nociceptin O O
and O O
blocks O O
nociceptin O O
- O O
induced O O
allodynia B B_DISEASE
and O O
hyperalgesia B B_DISEASE
. O O

2 O O
. O O

3 O O
. O O

The O O
present O O
study O O
was O O
designed O O
to O O
investigate O O
whether O O
nociceptin O O
/ O O
orphanin O O
FQ O O
and O O
nocistatin O O
could O O
modulate O O
impairment B B_DISEASE
of I I_DISEASE
learning I I_DISEASE
and I I_DISEASE
memory I I_DISEASE
induced O O
by O O
scopolamine O O
, O O
a O O
muscarinic O O
cholinergic O O
receptor O O
antagonist O O
, O O
using O O
spontaneous O O
alternation O O
of O O
Y O O
- O O
maze O O
and O O
step O O
- O O
down O O
type O O
passive O O
avoidance O O
tasks O O
in O O
mice O O
. O O

4 O O
. O O

While O O
nocistatin O O
( O O
0 O O
. O O
5 O O
- O O
5 O O
. O O
0 O O
nmol O O
mouse O O
- O O
1 O O
, O O
i O O
. O O
c O O
. O O
v O O
. O O
) O O
administered O O
30 O O
min O O
before O O
spontaneous O O
alternation O O
performance O O
or O O
the O O
training O O
session O O
of O O
the O O
passive O O
avoidance O O
task O O
, O O
had O O
no O O
effect O O
on O O
spontaneous O O
alternation O O
or O O
passive O O
avoidance O O
behaviours O O
, O O
a O O
lower O O
per O O
cent O O
alternation O O
and O O
shorter O O
median O O
step O O
- O O
down O O
latency O O
in O O
the O O
retention O O
test O O
were O O
obtained O O
in O O
nociceptin O O
( O O
1 O O
. O O
5 O O
and O O
/ O O
or O O
5 O O
. O O
0 O O
nmol O O
mouse O O
- O O
1 O O
, O O
i O O
. O O
c O O
. O O
v O O
. O O
) O O
- O O
treated O O
normal O O
mice O O
. O O

5 O O
. O O

6 O O
. O O

Meloxicam O O
- O O
induced O O
liver B B_DISEASE
toxicity I I_DISEASE
. O O

We O O
report O O
the O O
case O O
of O O
a O O
female O O
patient O O
with O O
rheumatoid B B_DISEASE
arthritis I I_DISEASE
who O O
developed O O
acute O O
cytolytic O O
hepatitis B B_DISEASE
due O O
to O O
meloxicam O O
. O O

Recently O O
introduced O O
in O O
Belgium O O
, O O
meloxicam O O
is O O
the O O
first O O
nonsteroidal O O
antiinflammatory O O
drug O O
with O O
selective O O
action O O
on O O
the O O
inducible O O
form O O
of O O
cyclooxygenase O O
2 O O
. O O

The O O
acute O O
cytolytic O O
hepatitis B B_DISEASE/B_LAB_PROCEDURE[THERAPEUTIC_OR_PREVENTIVE_PROCEDURE]
occurred O O
rapidly O O
after O O
meloxicam O O
administration O O
and O O
was O O
associated O O
with O O
the O O
development O O
of O O
antinuclear O O
antibodies O O
suggesting O O
a O O
hypersensitivity B B_DISEASE
mechanism O O
. O O

This O O
first O O
case O O
of O O
meloxicam O O
related O O
liver B B_DISEASE
toxicity I I_DISEASE
demonstrates O O
the O O
potential O O
of O O
this O O
drug O O
to O O
induce O O
hepatic B B_DISEASE
damage I I_DISEASE
. O O

Induction O O
of O O
apoptosis O O
by O O
remoxipride O O
metabolites O O
in O O
HL60 O O
and O O
CD34 O O
+ O O
/ O O
CD19 O O
- O O
human O O
bone O O
marrow O O
progenitor O O
cells O O
: O O
potential O O
relevance O O
to O O
remoxipride O O
- O O
induced O O
aplastic B B_DISEASE
anemia I I_DISEASE
. O O

The O O
antipsychotic O O
agent O O
, O O
remoxipride O O
[ O O
( O O
S O O
) O O
- O O
( O O
- O O
) O O
- O O
3 O O
- O O
bromo O O
- O O
N O O
- O O
[ O O
( O O
1 O O
- O O
ethyl O O
- O O
2 O O
- O O
pyrrolidinyl O O
) O O
methyl O O
] O O
- O O
2 O O
, O O
6 O O
- O O
dimethoxybenz O O
amide O O
] O O
has O O
been O O
associated O O
with O O
acquired O O
aplastic B B_DISEASE
anemia I I_DISEASE
. O O

Cells O O
were O O
treated O O
for O O
0 O O
- O O
24 O O
h O O
with O O
each O O
compound O O
( O O
0 O O
- O O
200 O O
microM O O
) O O
. O O

Results O O
were O O
confirmed O O
by O O
determination O O
of O O
internucleosomal O O
DNA O O
fragmentation O O
using O O
gel O O
electrophoresis O O
for O O
HL60 O O
cell O O
samples O O
and O O
terminal O O
deoxynucleotidyl O O
transferase O O
assay O O
in O O
HBMP O O
cells O O
. O O

The O O
catechol O O
and O O
hydroquinone O O
metabolites O O
, O O
NCQ436 O O
and O O
NCQ344 O O
, O O
induced O O
apoptosis O O
in O O
HL60 O O
and O O
HBMP O O
cells O O
in O O
a O O
time O O
- O O
and O O
concentration O O
dependent O O
manner O O
, O O
while O O
the O O
phenols O O
, O O
NCR181 O O
, O O
FLA873 O O
, O O
and O O
FLA797 O O
, O O
and O O
the O O
derivatives O O
formed O O
by O O
oxidation O O
of O O
the O O
pyrrolidine O O
ring O O
, O O
FLA838 O O
, O O
NCM001 O O
, O O
and O O
NCL118 O O
, O O
had O O
no O O
effect O O
. O O

No O O
necrosis B B_DISEASE
was O O
observed O O
in O O
cells O O
treated O O
with O O
NCQ436 O O
but O O
NCQ344 O O
had O O
a O O
biphasic O O
effect O O
in O O
both O O
cell O O
types O O
, O O
inducing O O
apoptosis O O
at O O
lower O O
concentrations O O
and O O
necrosis B B_DISEASE/B_GENE
at O O
higher O O
concentrations O O
. O O

We O O
propose O O
that O O
remoxipride O O
and O O
benzene O O
may O O
induce O O
aplastic B B_DISEASE/B_GENE
anemia I I_DISEASE/I_GENE
via O O
production O O
of O O
similar O O
reactive O O
metabolites O O
and O O
that O O
the O O
ability O O
of O O
NCQ436 O O
and O O
NCQ344 O O
to O O
induce O O
apoptosis O O
in O O
HBMP O O
cells O O
may O O
contribute O O
to O O
the O O
mechanism O O
underlying O O
acquired O O
aplastic B B_DISEASE
anemia I I_DISEASE
that O O
has O O
been O O
associated O O
with O O
remoxipride O O
. O O

Synthesis O O
and O O
preliminary O O
pharmacological O O
investigations O O
of O O
1 O O
- O O
( O O
1 O O
, O O
2 O O
- O O
dihydro O O
- O O
2 O O
- O O
acenaphthylenyl O O
) O O
piperazine O O
derivatives O O
as O O
potential O O
atypical O O
antipsychotic O O
agents O O
in O O
mice O O
. O O

The O O
synthesis O O
and O O
preliminary O O
pharmacological O O
evaluation O O
of O O
a O O
series O O
of O O
potential O O
atypical O O
antipsychotic O O
agents O O
based O O
on O O
the O O
structure O O
of O O
1 O O
- O O
( O O
1 O O
, O O
2 O O
- O O
dihydro O O
- O O
2 O O
- O O
acenaphthylenyl O O
) O O
piperazine O O
( O O
7 O O
) O O
is O O
described O O
. O O

Compound O O
7e O O
, O O
5 O O
- O O
{ O O
2 O O
- O O
[ O O
4 O O
- O O
( O O
1 O O
, O O
2 O O
- O O
dihydro O O
- O O
2 O O
- O O
acenaphthylenyl O O
) O O
piperazinyl O O
] O O
ethyl O O
} O O
- O O
2 O O
, O O
3 O O
- O O
dihy O O
dro O O
- O O
1H O O
- O O
indol O O
- O O
2 O O
- O O
one O O
, O O
from O O
this O O
series O O
showed O O
significant O O
affinities O O
at O O
the O O
5 O O
- O O
HT1A O O
and O O
5 O O
- O O
HT2A O O
receptors O O
and O O
moderate O O
affinity O O
at O O
the O O
D2 O O
receptor O O
. O O

7e O O
exhibits O O
a O O
high O O
reversal O O
of O O
catalepsy B B_DISEASE
induced O O
by O O
haloperidol O O
indicating O O
its O O
atypical O O
antipsychotic O O
nature O O
. O O

Sub O O
- O O
chronic O O
inhibition O O
of O O
nitric O O
- O O
oxide O O
synthesis O O
modifies O O
haloperidol O O
- O O
induced O O
catalepsy B B_DISEASE
and O O
the O O
number O O
of O O
NADPH O O
- O O
diaphorase O O
neurons O O
in O O
mice O O
. O O

RATIONALE O O
: O O
NG O O
- O O
nitro O O
- O O
L O O
- O O
arginine O O
( O O
L O O
- O O
NOARG O O
) O O
, O O
an O O
inhibitor O O
of O O
nitric O O
- O O
oxide O O
synthase O O
( O O
NOS O O
) O O
, O O
induces O O
catalepsy B B_DISEASE
in O O
mice O O
. O O

Nitric O O
oxide O O
( O O
NO O O
) O O
has O O
been O O
shown O O
to O O
influence O O
dopaminergic O O
neurotransmission O O
in O O
the O O
striatum O O
. O O

Neuroleptic O O
drugs O O
such O O
as O O
haloperidol O O
, O O
which O O
block O O
dopamine O O
receptors O O
, O O
also O O
cause O O
catalepsy B B_DISEASE
in O O
rodents O O
. O O

OBJECTIVES O O
: O O
To O O
investigate O O
the O O
effects O O
of O O
subchronic O O
L O O
- O O
NOARG O O
treatment O O
in O O
haloperidol O O
- O O
induced O O
catalepsy B B_DISEASE
and O O
the O O
number O O
of O O
NOS O O
neurons O O
in O O
areas O O
related O O
to O O
motor O O
control O O
. O O

METHODS O O
: O O
Male O O
albino O O
Swiss O O
mice O O
were O O
treated O O
sub O O
- O O
chronically O O
( O O
twice O O
a O O
day O O
for O O
4 O O
days O O
) O O
with O O
L O O
- O O
NOARG O O
( O O
40 O O
mg O O
/ O O
kg O O
i O O
. O O
p O O
. O O
) O O
or O O
haloperidol O O
( O O
1 O O
mg O O
/ O O
kg O O
i O O
. O O
p O O
. O O
) O O
. O O

Catalepsy B B_DISEASE_ADJECTIVE[DISEASE]
was O O
evaluated O O
at O O
the O O
beginning O O
and O O
the O O
end O O
of O O
the O O
treatments O O
. O O

RESULTS O O
: O O
L O O
- O O
NOARG O O
sub O O
- O O
chronic O O
administration O O
produced O O
tolerance O O
of O O
L O O
- O O
NOARG O O
and O O
of O O
haloperidol O O
- O O
induced O O
catalepsy B B_DISEASE
. O O

It O O
also O O
induced O O
an O O
increase O O
in O O
the O O
number O O
of O O
NADPH O O
- O O
d O O
- O O
positive O O
cells O O
in O O
the O O
dorsal O O
part O O
of O O
the O O
caudate O O
and O O
accumbens O O
nuclei O O
compared O O
with O O
haloperidol O O
and O O
in O O
the O O
pedunculopontine O O
tegmental O O
nucleus O O
compared O O
with O O
saline O O
. O O

In O O
contrast O O
, O O
there O O
was O O
a O O
decrease O O
in O O
NADPH O O
- O O
d O O
neuron O O
number O O
in O O
the O O
substantia O O
nigra O O
, O O
pars O O
compacta O O
in O O
both O O
haloperidol O O
- O O
treated O O
and O O
L O O
- O O
NOARG O O
- O O
treated O O
animals O O
. O O

Prolonged O O
left B B_DISEASE/B_THERAPEUTIC_OR_PREVENTIVE_PROCEDURE
ventricular I I_DISEASE/I_THERAPEUTIC_OR_PREVENTIVE_PROCEDURE
dysfunction I I_DISEASE/I_THERAPEUTIC_OR_PREVENTIVE_PROCEDURE
occurs O O
in O O
patients O O
with O O
coronary B B_DISEASE/B_LOCATION
artery I I_DISEASE/I_LOCATION
disease I I_DISEASE/I_LOCATION
after O O
both O O
dobutamine O O
and O O
exercise O O
induced O O
myocardial B B_DISEASE_ADJECTIVE[DISEASE]
ischaemia I I_DISEASE_ADJECTIVE[DISEASE]
. O O

OBJECTIVE O O
: O O
To O O
determine O O
whether O O
pharmacological O O
stress O O
leads O O
to O O
prolonged O O
but O O
reversible O O
left B B_DISEASE/B_THERAPEUTIC_OR_PREVENTIVE_PROCEDURE
ventricular I I_DISEASE/I_THERAPEUTIC_OR_PREVENTIVE_PROCEDURE
dysfunction I I_DISEASE/I_THERAPEUTIC_OR_PREVENTIVE_PROCEDURE
in O O
patients O O
with O O
coronary B B_DISEASE
artery I I_DISEASE
disease I I_DISEASE
, O O
similar O O
to O O
that O O
seen O O
after O O
exercise O O
. O O

DESIGN O O
: O O
A O O
randomised O O
crossover O O
study O O
of O O
recovery O O
time O O
of O O
systolic O O
and O O
diastolic O O
left O O
ventricular O O
function O O
after O O
exercise O O
and O O
dobutamine O O
induced O O
ischaemia B B_DISEASE
. O O

SUBJECTS O O
: O O
10 O O
patients O O
with O O
stable B B_DISEASE_ADJECTIVE[DISEASE]
angina I I_DISEASE_ADJECTIVE[DISEASE]
, O O
angiographically O O
proven O O
coronary B B_DISEASE/B_LOCATION
artery I I_DISEASE/I_LOCATION
disease I I_DISEASE/I_LOCATION
, O O
and O O
normal O O
left O O
ventricular O O
function O O
. O O

INTERVENTIONS O O
: O O
Treadmill O O
exercise O O
and O O
dobutamine O O
stress O O
were O O
performed O O
on O O
different O O
days O O
. O O

Quantitative O O
assessment O O
of O O
systolic O O
and O O
diastolic O O
left O O
ventricular O O
function O O
was O O
performed O O
using O O
transthoracic O O
echocardiography O O
at O O
baseline O O
and O O
at O O
regular O O
intervals O O
after O O
each O O
test O O
. O O

There O O
was O O
no O O
difference O O
in O O
the O O
maximum O O
double O O
product O O
( O O
p O O
= O O
0 O O
. O O
53 O O
) O O
or O O
ST O O
depression B B_TIME[MEASURE]/B_DISEASE
( O O
p O O
= O O
0 O O
. O O
63 O O
) O O
with O O
either O O
form O O
of O O
stress O O
. O O

After O O
exercise O O
, O O
ejection O O
fraction O O
was O O
reduced O O
at O O
15 O O
and O O
30 O O
minutes O O
compared O O
with O O
baseline O O
( O O
mean O O
( O O
SEM O O
) O O
, O O
- O O
5 O O
. O O
6 O O
( O O
1 O O
. O O
5 O O
) O O
% O O
, O O
p O O
< O O
0 O O
. O O
05 O O
; O O
and O O
- O O
6 O O
. O O
1 O O
( O O
2 O O
. O O
2 O O
) O O
% O O
, O O
p O O
< O O
0 O O
. O O
01 O O
) O O
, O O
and O O
at O O
30 O O
and O O
45 O O
minutes O O
after O O
dobutamine O O
( O O
- O O
10 O O
. O O
8 O O
( O O
1 O O
. O O
8 O O
) O O
% O O
and O O
- O O
5 O O
. O O
5 O O
( O O
1 O O
. O O
8 O O
) O O
% O O
, O O
both O O
p O O
< O O
0 O O
. O O
01 O O
) O O
. O O

Regional O O
analysis O O
showed O O
a O O
reduction O O
in O O
the O O
worst O O
affected O O
segment O O
15 O O
and O O
30 O O
minutes O O
after O O
exercise O O
( O O
- O O
27 O O
. O O
9 O O
( O O
7 O O
. O O
2 O O
) O O
% O O
and O O
- O O
28 O O
. O O
6 O O
( O O
5 O O
. O O
7 O O
) O O
% O O
, O O
both O O
p O O
< O O
0 O O
. O O
01 O O
) O O
, O O
and O O
at O O
30 O O
minutes O O
after O O
dobutamine O O
( O O
- O O
32 O O
( O O
5 O O
. O O
3 O O
) O O
% O O
, O O
p O O
< O O
0 O O
. O O
01 O O
) O O
. O O

CONCLUSIONS O O
: O O
In O O
patients O O
with O O
coronary B B_DISEASE
artery I I_DISEASE
disease I I_DISEASE
, O O
dobutamine O O
induced O O
ischaemia B B_DISEASE/B_THERAPEUTIC_OR_PREVENTIVE_PROCEDURE
results O O
in O O
prolonged O O
reversible O O
left B B_DISEASE/B_THERAPEUTIC_OR_PREVENTIVE_PROCEDURE
ventricular I I_DISEASE/I_THERAPEUTIC_OR_PREVENTIVE_PROCEDURE
dysfunction I I_DISEASE/I_THERAPEUTIC_OR_PREVENTIVE_PROCEDURE
, O O
presumed O O
to O O
be O O
myocardial B B_DISEASE_ADJECTIVE[DISEASE]/B_BODY_PART_OR_ORGAN_COMPONENT
stunning I I_DISEASE_ADJECTIVE[DISEASE]/I_BODY_PART_OR_ORGAN_COMPONENT
, O O
similar O O
to O O
that O O
seen O O
after O O
exercise O O
. O O

Dobutamine O O
induced O O
ischaemia B B_DISEASE/B_THERAPEUTIC_OR_PREVENTIVE_PROCEDURE
could O O
therefore O O
be O O
used O O
to O O
study O O
the O O
pathophysiology O O
of O O
this O O
phenomenon O O
further O O
in O O
patients O O
with O O
coronary B B_DISEASE
artery I I_DISEASE
disease I I_DISEASE
. O O

Anorexigens O O
and O O
pulmonary B B_DISEASE/B_PERSON
hypertension I I_DISEASE/I_PERSON
in O O
the O O
United O O
States O O
: O O
results O O
from O O
the O O
surveillance O O
of O O
North O O
American O O
pulmonary B B_DISEASE_ADJECTIVE[DISEASE]/B_PERSON
hypertension I B_DISEASE_ADJECTIVE[DISEASE]/I_PERSON
. O O

BACKGROUND O O
: O O
The O O
use O O
of O O
appetite O O
suppressants O O
in O O
Europe O O
has O O
been O O
associated O O
with O O
the O O
development O O
of O O
primary B B_DISEASE
pulmonary I I_DISEASE
hypertension I I_DISEASE
( O O
PPH B B_DISEASE/B_GENE
) O O
. O O

MATERIALS O O
AND O O
METHODS O O
: O O
We O O
conducted O O
a O O
prospective O O
surveillance O O
study O O
on O O
patients O O
diagnosed O O
with O O
pulmonary B B_DISEASE
hypertension I I_DISEASE
at O O
12 O O
large O O
referral O O
centers O O
in O O
North O O
America O O
. O O

Data O O
collected O O
on O O
patients O O
seen O O
from O O
September O O
1 O O
, O O
1996 O O
, O O
to O O
December O O
31 O O
, O O
1997 O O
, O O
included O O
the O O
cause O O
of O O
the O O
pulmonary B B_DISEASE_ADJECTIVE[DISEASE]
hypertension I I_DISEASE_ADJECTIVE[DISEASE]
and O O
its O O
severity O O
. O O

Patients O O
with O O
no O O
identifiable O O
cause O O
of O O
pulmonary B B_DISEASE/B_GENE
hypertension I I_DISEASE/I_GENE
were O O
classed O O
as O O
PPH B B_DISEASE_ADJECTIVE[DISEASE]/B_PERSON
. O O

RESULTS O O
: O O
Five O O
hundred O O
seventy O O
- O O
nine O O
patients O O
were O O
studied O O
, O O
205 O O
with O O
PPH B B_DISEASE/B_GENE
and O O
374 O O
with O O
pulmonary B B_DISEASE
hypertension I I_DISEASE
from O O
other O O
causes O O
( O O
secondary O O
pulmonary B B_DISEASE
hypertension I I_DISEASE
[ O O
SPH O O
] O O
) O O
. O O

The O O
use O O
of O O
anorexigens O O
was O O
common O O
in O O
both O O
groups O O
. O O

However O O
, O O
of O O
the O O
medications O O
surveyed O O
, O O
only O O
the O O
fenfluramines O O
had O O
a O O
significant O O
preferential O O
association O O
with O O
PPH B B_DISEASE/B_LOCATION
as O O
compared O O
with O O
SPH O O
( O O
adjusted O O
odds O O
ratio O O
for O O
use O O
> O O
6 O O
months O O
, O O
